0 digit
1 letter
2 int
3 float
4 bool
5 void
6 main
7 return
8 for
10 do
11 while
12 if
13 else
15 switch
16 case
17 default
18 get
19 put
20 (
21 )
22 ,
23 ;
24 +
25 -
26 *
27 /
28 =
29 ==
30 <
31 <=
32 >
33 >=
34 !=
35 &&
36 ||
37 !
38 /*
39 */
40 //
41 {
42 }
43 ++
44 --
45 &
46 |
47 <>

